City,Country,Country_Code,Year,Month,PM25,Latitude,Longitude,Elevation,is_coast,tavg,tmin,tmax,prcp,wspd,pres,meanNDVI,Clean in %,demand in TWh,Fossil in %,Population,Area (square km),Population density,num_large_airport,num_medium_airport,num_small_airport,num_total_airports,Num_PublicTransportStops,monthly_congestion_level [%],yearly_congestion_level [%],GDP_per_capita,GDP_growth_2021-2023 in %,% Primary Sector,% Secondary Sector,% Tertiary Sector
Amsterdam,Netherlands,NLD,2024,1,"10,2","52,3730796","4,8924534",15,1,4.3,1.9,6.7,74.3,22.3,1016.4,"0,01847010817","46,84","10,7","53,16",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,21.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,2,"8,2","52,3730796","4,8924534",15,1,8.1,5.7,9.9,121.5,22.1,1009.7,"0,01847010817","54,44","9,69","45,56",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,22.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,3,"11,9","52,3730796","4,8924534",15,1,9.3,6.4,11.9,104.9,21.7,1011.2,"0,01847010817","53,46","9,6","46,54",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,26.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,4,"5,8","52,3730796","4,8924534",15,1,10.6,7.1,14.0,87.1,21.2,1012.8,"0,01847010817","64,19","8,93","35,81",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,27.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,5,"11,2","52,3730796","4,8924534",15,1,15.5,11.9,19.6,175.0,14.7,1012.4,"0,01847010817","59,11","9,16","40,87",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,25.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,6,8,"52,3730796","4,8924534",15,1,15.7,12.1,19.2,65.9,15.6,1013.9,"0,01847010817","62,51","8,91","37,48",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,25.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,7,"6,3","52,3730796","4,8924534",15,1,17.9,14.3,21.4,95.3,16.3,1013.9,"0,01847010817","63,68","9,33","36,32",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,26.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,8,8,"52,3730796","4,8924534",15,1,19.4,15.5,23.4,86.8,15.9,1014.3,"0,01847010817","60,12","9,21","39,87",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,24.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,9,"10,5","52,3730796","4,8924534",15,1,16.0,12.7,19.9,78.3,15.5,1014.1,"0,01847010817","57,09","8,93","42,9",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,33.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,10,"8,4","52,3730796","4,8924534",15,1,12.3,9.4,15.4,70.1,14.5,1015.1,"0,01847010817","48,99","9,61","51,01",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,31.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,11,"11,5","52,3730796","4,8924534",15,1,7.3,4.6,9.9,89.5,15.6,1019.5,"0,01847010817","39,69","10,07","60,32",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,30.0,26.0,64572,"3,79","1,72","18,75","79,53"
Amsterdam,Netherlands,NLD,2024,12,"10,9","52,3730796","4,8924534",15,1,6.3,4.1,8.3,89.5,20.9,1020.1,"0,01847010817","49,91","10,54","50,1",1.736.000,487,"3564,681725",1.0,0.0,0.0,1.0,1342.0,28.0,26.0,64572,"3,79","1,72","18,75","79,53"
Ankara,Turkey,TUR,2024,1,"5,9","39,9207759","32,8540497",868,0,4.2,0.8,7.3,54.7,11.6,1019.6,"0,04982942087","52,93","27,7","47,06",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,39.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,2,"7,7","39,9207759","32,8540497",868,0,7.2,1.8,12.2,12.6,9.4,1019.4,"0,04982942087","50,05","26,44","49,95",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,43.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,3,"8,5","39,9207759","32,8540497",868,0,8.3,2.7,13.6,27.1,9.5,1015.7,"0,04982942087","45,53","27,49","54,48",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,40.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,4,"7,9","39,9207759","32,8540497",868,0,17.0,10.5,23.2,33.7,12.0,1014.1,"0,04982942087","63,69",24,"36,31",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,38.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,5,"6,2","39,9207759","32,8540497",868,0,15.7,10.0,21.2,92.5,10.0,1012.5,"0,04982942087","55,36","26,89","44,64",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,41.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,6,"8,2","39,9207759","32,8540497",868,0,24.9,17.3,31.8,61.5,10.8,1012.4,"0,04982942087","49,99","28,45","50,01",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,36.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,7,"8,7","39,9207759","32,8540497",868,0,25.8,19.1,32.6,15.9,12.0,1009.1,"0,04982942087","43,78","34,05","56,22",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,33.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,8,8,"39,9207759","32,8540497",868,0,25.2,17.7,32.3,12.8,9.7,1010.7,"0,04982942087","39,31","33,3","60,7",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,31.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,9,"9,1","39,9207759","32,8540497",868,0,21.2,13.5,27.6,9.6,6.9,1012.9,"0,04982942087","38,78","28,05","61,21",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,41.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,10,"10,9","39,9207759","32,8540497",868,0,14.2,8.0,20.6,1.6,8.9,1019.6,"0,04982942087","40,88","27,14","59,12",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,46.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,11,"14,1","39,9207759","32,8540497",868,0,7.5,2.7,12.4,20.4,8.6,1022.0,"0,04982942087","37,05","27,97","62,97",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,47.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Ankara,Turkey,TUR,2024,12,"12,9","39,9207759","32,8540497",868,0,4.5,0.9,7.8,65.1,8.0,1021.1,"0,04982942087","35,62","30,27","64,37",5.359.000,671,"7986,587183",1.0,0.0,0.0,1.0,997.0,49.0,40.0,"13105,7","7,36","6,16","23,51","70,33"
Arequipa,Peru,PER,2024,1,"15,9","-16,3988667","-71,5369607",2335,0,17.6,12.1,21.1,70.9,9.8,1024.3,"0,04446554508","71,91","5,09","28,1",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,37.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,2,"16,2","-16,3988667","-71,5369607",2335,0,17.0,12.2,20.4,183.8,9.3,1024.5,"0,04446554508","68,16","4,9","31,83",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,39.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,3,"14,4","-16,3988667","-71,5369607",2335,0,16.9,10.9,20.6,212.2,9.1,1023.6,"0,04446554508","69,22","5,07","30,77",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,50.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,4,"17,5","-16,3988667","-71,5369607",2335,0,16.9,10.2,21.1,18.3,9.0,1024.3,"0,04446554508","73,94","4,95","26,06",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,50.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,5,"13,7","-16,3988667","-71,5369607",2335,0,17.6,10.1,21.3,1.2,9.2,1024.3,"0,04446554508","63,46","4,98","36,54",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,46.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,6,"14,9","-16,3988667","-71,5369607",2335,0,16.3,8.4,20.7,0.2,9.3,1024.9,"0,04446554508","51,47","4,78","48,54",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,46.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,7,"13,4","-16,3988667","-71,5369607",2335,0,16.4,7.8,20.8,0.0,10.2,1024.6,"0,04446554508","48,8","4,98","51,2",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,47.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,8,"14,8","-16,3988667","-71,5369607",2335,0,16.1,7.7,21.0,0.6,10.1,1024.5,"0,04446554508","49,7","5,05","50,3",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,49.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,9,"18,7","-16,3988667","-71,5369607",2335,0,17.6,9.8,21.3,1.3,9.9,1024.3,"0,04446554508","49,07","4,91","50,92",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,48.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,10,"19,9","-16,3988667","-71,5369607",2335,0,17.6,9.5,21.5,1.9,9.8,1024.2,"0,04446554508","49,6","5,1","50,39",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,49.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,11,"15,6","-16,3988667","-71,5369607",2335,0,16.1,9.7,20.1,72.4,9.4,1023.7,"0,04446554508","57,14","5,04","42,86",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,46.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Arequipa,Peru,PER,2024,12,"18,8","-16,3988667","-71,5369607",2335,0,16.4,10.1,20.1,72.4,9.4,1023.7,"0,04446554508","73,41","5,19","26,59",981.000,197,"4979,695431",0.0,1.0,0.0,1.0,271.0,49.0,47.0,"7906,6","5,18","7,19","33,86","58,95"
Athens,Greece,GRC,2024,1,"13,7","37,9755648","23,7348324",102,1,11.1,8.3,14.7,31.2,8.8,1018.5,"0,07544936977","54,34","4,18","45,66",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,34.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,2,"14,5","37,9755648","23,7348324",102,1,13.1,10.2,17.5,16.5,6.8,1018.5,"0,07544936977","52,86","3,7","47,15",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,37.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,3,"10,9","37,9755648","23,7348324",102,1,13.7,7.5,20.2,177.5,9.9,1016.6,"0,07544936977","49,56","3,56","50,43",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,34.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,4,"7,9","37,9755648","23,7348324",102,1,19.4,15.0,25.1,5.9,8.8,1014.6,"0,07544936977","58,85","3,25","41,14",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,39.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,5,"8,4","37,9755648","23,7348324",102,1,20.7,16.7,26.1,0.3,7.8,1013.6,"0,07544936977","51,26","3,42","48,73",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,32.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,6,"9,6","37,9755648","23,7348324",102,1,29.0,24.0,35.0,0.0,8.5,1011.4,"0,07544936977","51,41","4,74","48,58",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,32.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,7,"9,5","37,9755648","23,7348324",102,1,31.1,26.5,36.5,6.1,10.5,1009.0,"0,07544936977",50,"5,63",50,3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,27.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,8,"9,7","37,9755648","23,7348324",102,1,30.1,25.7,36.1,3.7,8.0,1010.0,"0,07544936977","49,39","5,05","50,61",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,8.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,9,"9,5","37,9755648","23,7348324",102,1,25.4,21.4,31.1,2.2,7.0,1012.6,"0,07544936977","49,59",4,"50,41",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,38.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,10,"7,8","37,9755648","23,7348324",102,1,20.9,17.3,26.1,0.0,7.5,1019.1,"0,07544936977","59,3","3,7","40,7",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,41.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,11,"14,9","37,9755648","23,7348324",102,1,15.2,12.2,19.4,18.4,7.9,1020.5,"0,07544936977","42,47","3,79","57,52",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,43.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Athens,Greece,GRC,2024,12,"15,7","37,9755648","23,7348324",102,1,12.7,9.9,16.2,103.4,7.9,1018.3,"0,07544936977","41,7","4,06","58,3",3.309.000,583,"5675,814751",1.0,0.0,0.0,1.0,4386.0,47.0,34.0,"23400,7","5,58","3,34","15,28","81,38"
Atlanta,USA,USA,2024,1,"6,4","33,7544657","-84,3898151",320,0,5.7,0.5,11.1,144.7,9.5,1019.8,"0,03604919138","37,72","386,19","62,28",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,24.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,2,"9,8","33,7544657","-84,3898151",320,0,10.4,3.9,17.2,86.5,8.7,1016.9,"0,03604919138","45,56","325,83","54,45",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,30.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,3,"8,6","33,7544657","-84,3898151",320,0,14.6,9.5,20.2,202.6,14.6,1016.8,"0,03604919138","48,3","330,46","51,69",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,32.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,4,"9,6","33,7544657","-84,3898151",320,0,17.5,11.4,23.4,96.6,9.1,1016.6,"0,03604919138","49,04","317,28","50,95",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,33.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,5,"7,1","33,7544657","-84,3898151",320,0,22.4,17.0,27.7,30.3,7.0,1013.4,"0,03604919138","45,62","354,35","54,4",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,32.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,6,"8,8","33,7544657","-84,3898151",320,0,26.5,20.5,32.2,16.8,8.0,1014.8,"0,03604919138","41,43","399,65","58,58",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,30.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,7,"7,3","33,7544657","-84,3898151",320,0,26.6,22.7,32.0,112.2,6.2,1016.9,"0,03604919138","35,73","441,32","64,28",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,28.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,8,"9,9","33,7544657","-84,3898151",320,0,26.4,20.7,32.5,20.3,8.2,1016.2,"0,03604919138","36,38","433,68","63,62",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,30.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,9,"7,8","33,7544657","-84,3898151",320,0,23.3,19.0,28.4,312.3,9.1,1014.0,"0,03604919138","38,32","368,73","61,69",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,30.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,10,"9,4","33,7544657","-84,3898151",320,0,17.7,11.4,25.2,0.0,5.3,1021.1,"0,03604919138","42,66","342,81","57,34",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,39.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,11,"7,3","33,7544657","-84,3898151",320,0,14.1,9.4,19.5,93.5,7.9,1018.4,"0,03604919138","44,04","330,11","55,95",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,33.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Atlanta,USA,USA,2024,12,"7,8","33,7544657","-84,3898151",320,0,7.8,2.6,13.9,101.1,8.2,1023.6,"0,03604919138","42,32","368,24","57,69",5.702.000,7402,"770,3323426",1.0,1.0,0.0,2.0,175.0,33.0,31.0,"82769,4","3,82","0,94","17,61","81,45"
Auckland,New Zealand,NZL,2024,1,"2,2","-36,852095","174,7631803",196,1,19.8,16.1,23.5,87.2,17.4,1015.5,"0,05565332273","87,3","3,31","12,69",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,24.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,2,"2,2","-36,852095","174,7631803",196,1,19.2,14.7,23.4,52.1,16.5,1017.4,"0,05565332273","88,01","3,17","11,99",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,33.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,3,2,"-36,852095","174,7631803",196,1,16.6,12.9,20.1,85.1,19.9,1017.0,"0,05565332273","81,68","3,33","18,31",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,33.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,4,"2,4","-36,852095","174,7631803",196,1,15.6,12.4,19.1,49.0,18.3,1019.5,"0,05565332273","84,45","3,28","15,55",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,30.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,5,"4,2","-36,852095","174,7631803",196,1,12.2,8.9,15.8,72.3,19.8,1016.8,"0,05565332273","80,16","3,78","19,84",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,34.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,6,"4,1","-36,852095","174,7631803",196,1,12.7,9.8,15.7,78.0,18.9,1017.0,"0,05565332273","78,53","3,54","21,47",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,30.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,7,"5,6","-36,852095","174,7631803",196,1,10.8,7.6,14.3,134.0,17.8,1018.5,"0,05565332273","76,09","3,89","23,9",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,31.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,8,"4,7","-36,852095","174,7631803",196,1,12.3,8.5,16.3,91.9,15.0,1019.9,"0,05565332273","76,88","3,72","23,12",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,31.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,9,"3,7","-36,852095","174,7631803",196,1,13.7,10.6,17.1,105.5,18.4,1018.3,"0,05565332273","90,32","3,31","9,67",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,30.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,10,"2,7","-36,852095","174,7631803",196,1,13.7,10.4,17.1,147.0,21.7,1016.8,"0,05565332273","91,16","3,28","8,84",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,31.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,11,"2,7","-36,852095","174,7631803",196,1,15.7,12.4,18.9,70.9,18.1,1020.8,"0,05565332273","96,54","3,18","3,46",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,34.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Auckland,New Zealand,NZL,2024,12,"3,1","-36,852095","174,7631803",196,1,19.6,15.3,24.2,64.4,18.6,1009.9,"0,05565332273","97,19","3,21","2,8",1.537.000,541,"2841,03512",1.0,0.0,0.0,1.0,2617.0,30.0,31.0,"48280,8","2,69","5,78","18,97","75,25"
Bangkok,Thailand,THA,2024,1,"36,1","13,75398","100,50144",12,1,29.3,25.8,34.2,16.9,2.5,1012.5,"0,03030390967","17,08","17,84","82,92",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,46.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,2,"29,5","13,75398","100,50144",12,1,29.9,26.9,34.6,26.6,4.6,1012.3,"0,03030390967","15,86","19,83","84,15",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,50.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,3,"24,3","13,75398","100,50144",12,1,30.7,28.1,34.9,87.2,5.0,1010.4,"0,03030390967","14,26","20,77","85,74",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,46.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,4,"24,4","13,75398","100,50144",12,1,32.4,29.7,37.2,2.0,6.1,1007.2,"0,03030390967","14,65","21,26","85,35",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,42.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,5,"17,2","13,75398","100,50144",12,1,30.4,26.2,36.1,441.8,4.7,1007.0,"0,03030390967","13,24","21,32","86,76",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,49.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,6,"6,5","13,75398","100,50144",12,1,30.0,26.3,34.9,239.1,5.0,1006.8,"0,03030390967","14,22","19,74","85,78",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,52.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,7,"6,8","13,75398","100,50144",12,1,28.5,25.2,33.1,280.8,4.3,1006.2,"0,03030390967","15,1","19,33","84,89",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,53.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,8,"6,1","13,75398","100,50144",12,1,29.2,25.3,34.5,407.7,4.3,1007.6,"0,03030390967","13,53","19,88","86,47",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,57.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,9,"10,8","13,75398","100,50144",12,1,28.6,25.3,34.1,534.5,4.0,1006.2,"0,03030390967","14,26","18,92","85,74",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,53.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,10,"15,7","13,75398","100,50144",12,1,29.2,25.7,34.7,657.3,3.4,1008.9,"0,03030390967","12,4","19,45","87,61",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,52.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,11,21,"13,75398","100,50144",12,1,29.6,26.2,34.2,114.1,3.8,1010.1,"0,03030390967","14,4","18,38","85,6",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,56.0,50.0,7182,"1,97","8,58","32,89","58,53"
Bangkok,Thailand,THA,2024,12,28,"13,75398","100,50144",12,1,28.3,24.3,33.4,114.1,3.5,1011.2,"0,03030390967","20,15","16,92","79,85",18.884.000,3199,"5903,094717",2.0,0.0,0.0,2.0,1742.0,54.0,50.0,7182,"1,97","8,58","32,89","58,53"
Barcelona,Spain,ESP,2024,1,"11,9","41,3825802","2,177073",30,1,10.3,7.0,15.1,24.4,14.3,1021.0,"0,03030482164","78,56","21,05","21,44",5.317.000,1072,"4959,88806",1.0,0.0,0.0,1.0,3692.0,23.0,26.0,"33516,4","5,18","2,5","20,11","77,39"
Barcelona,Spain,ESP,2024,2,"11,2","41,3825802","2,177073",30,1,12.0,8.4,16.8,9.5,14.6,1017.2,"0,03030482164","84,7","19,41","15,29",5.317.000,1072,"4959,88806",1.0,0.0,0.0,1.0,3692.0,25.0,26.0,"33516,4","5,18","2,5","20,11","77,39"
Barcelona,Spain,ESP,2024,3,"7,8","41,3825802","2,177073",30,1,13.2,9.6,16.9,59.9,14.8,1017.2,"0,03030482164","85,65","20,06","14,35",5.317.000,1072,"4959,88806",1.0,0.0,0.0,1.0,3692.0,23.0,26.0,"33516,4","5,18","2,5","20,11","77,39"
Barcelona,Spain,ESP,2024,4,"6,6","41,3825802","2,177073",30,1,14.5,11.2,18.3,93.2,15.0,1017.2,"0,03030482164","86,57","18,63","13,42",5.317.000,1072,"4959,88806",1.0,0.0,0.0,1.0,3692.0,28.0,26.0,"33516,4","5,18","2,5","20,11","77,39"
Barcelona,Spain,ESP,2024,5,"6,1","41,3825802","2,177073",30,1,17.5,14.3,21.4,22.1,14.9,1014.3,"0,03030482164","85,32","19,52","14,68",5.317.000,1072,"4959,88806",1.0,0.0,0.0,1.0,3692.0,29.0,26.0,"33516,4","5,18","2,5","20,11","77,39"
Barcelona,Spain,ESP,2024,6,"6,8","41,3825802","2,177073",30,1,21.2,18.5,24.8,71.5,15.8,1014.6,"0,03030482164","84,31","19,24","15,68",5.317.000,1072,"4959,88806",1.0,0.0,0.0,1.0,3692.0,28.0,26.0,"33516,4","5,18","2,5","20,11","77,39"
Barcelona,Spain,ESP,2024,7,"7,8","41,3825802","2,177073",30,1,24.6,21.7,28.5,15.2,13.9,1014.7,"0,03030482164","81,1","22,25","18,91",5.317.000,1072,"4959,88806",1.0,0.0,0.0,1.0,3692.0,30.0,26.0,"33516,4","5,18","2,5","20,11","77,39"
